account_no,amount,location,transaction_count,transaction_type,device_type,is_new_location,is_fraud
ACC9521,804590,Islamabad,26,Withdrawal,Mobile,1,1
ACC9650,40375,Peshawar,2,Payment,Mobile,0,0
ACC1780,99921,Quetta,4,Transfer,ATM,0,0
ACC3192,19220,Lahore,6,Deposit,Desktop,0,0
ACC3835,322372,Islamabad,36,Transfer,ATM,1,1
ACC9217,86134,Islamabad,2,Transfer,POS,0,0
ACC9536,584999,Karachi,16,Transfer,Desktop,1,1
ACC5506,40425,Peshawar,7,Transfer,ATM,0,0
ACC4449,166000,Karachi,9,Transfer,POS,0,0
ACC1215,88987,Islamabad,6,Transfer,ATM,0,0
ACC8126,52241,Islamabad,1,Withdrawal,Mobile,0,0
ACC7067,118311,Karachi,2,Withdrawal,ATM,0,0
ACC7141,31208,Islamabad,8,Deposit,POS,0,0
ACC8266,15952,Peshawar,2,Deposit,Desktop,0,0
ACC3529,758752,Islamabad,41,Withdrawal,Mobile,1,1
ACC2401,104650,Lahore,1,Payment,Desktop,0,0
ACC7513,57021,Quetta,8,Deposit,Mobile,0,0
ACC2495,131306,Karachi,6,Withdrawal,Mobile,0,0
ACC5017,104235,Lahore,7,Transfer,ATM,0,0
ACC4390,135602,Peshawar,7,Deposit,Mobile,1,0
ACC3768,104221,Karachi,7,Payment,POS,0,0
ACC4547,79782,Islamabad,2,Transfer,POS,0,0
ACC4572,44110,Lahore,2,Withdrawal,POS,0,0
ACC8394,14892,Quetta,4,Withdrawal,Mobile,0,0
ACC5908,146950,Quetta,4,Deposit,POS,0,0
ACC7533,198386,Quetta,7,Withdrawal,Mobile,0,0
ACC2042,181814,Quetta,4,Payment,ATM,1,0
ACC8383,133553,Lahore,6,Deposit,Desktop,1,0
ACC9381,167623,Quetta,1,Deposit,Desktop,0,0
ACC3836,102785,Peshawar,3,Transfer,POS,1,0
ACC5791,110491,Quetta,4,Deposit,Mobile,0,0
ACC6043,51702,Peshawar,4,Deposit,Mobile,0,0
ACC6550,128862,Quetta,1,Deposit,Desktop,0,0
ACC2876,497954,Quetta,18,Transfer,POS,1,1
ACC6711,185990,Karachi,6,Withdrawal,POS,0,0
ACC7372,12938,Quetta,4,Transfer,Mobile,1,0
ACC8466,19550,Lahore,8,Deposit,Desktop,0,0
ACC3973,974036,Karachi,17,Transfer,Desktop,0,1
ACC6544,11025,Peshawar,4,Withdrawal,Desktop,0,0
ACC7037,173705,Karachi,8,Deposit,Mobile,0,0
ACC3021,101415,Quetta,5,Withdrawal,ATM,0,0
ACC6737,45929,Karachi,7,Deposit,Mobile,0,0
ACC2314,544502,Islamabad,40,Withdrawal,POS,0,1
ACC3193,122786,Peshawar,8,Transfer,POS,0,0
ACC4929,26874,Peshawar,8,Deposit,Desktop,0,0
ACC6371,147262,Quetta,9,Deposit,Mobile,0,0
ACC8742,86190,Quetta,9,Transfer,Desktop,0,0
ACC3606,81753,Islamabad,9,Payment,Mobile,0,0
ACC4263,64173,Islamabad,5,Payment,Desktop,0,0
ACC1004,55851,Karachi,4,Transfer,ATM,0,0
ACC8717,151712,Lahore,5,Payment,Desktop,0,0
ACC2502,32101,Islamabad,5,Transfer,ATM,0,0
ACC7558,180351,Islamabad,3,Deposit,ATM,0,0
ACC9211,120966,Quetta,4,Payment,Mobile,0,0
ACC2685,55349,Lahore,7,Deposit,ATM,1,0
ACC7268,188803,Peshawar,7,Withdrawal,Mobile,0,0
ACC4363,95408,Karachi,1,Payment,Desktop,0,0
ACC2377,125522,Islamabad,4,Withdrawal,Desktop,0,0
ACC9316,147820,Peshawar,9,Deposit,Desktop,1,0
ACC1891,14407,Islamabad,2,Deposit,POS,1,0
ACC3172,148075,Lahore,5,Transfer,Desktop,0,0
ACC8944,78477,Lahore,1,Withdrawal,POS,0,0
ACC6474,95527,Lahore,6,Payment,ATM,0,0
ACC3388,80691,Lahore,7,Transfer,Desktop,0,0
ACC3081,22369,Quetta,3,Transfer,Desktop,1,0
ACC6832,753171,Peshawar,14,Transfer,ATM,1,1
ACC1542,139212,Peshawar,5,Withdrawal,Desktop,0,0
ACC2486,14545,Islamabad,1,Withdrawal,Mobile,0,0
ACC5867,6630,Karachi,4,Deposit,Mobile,0,0
ACC1177,121222,Peshawar,1,Deposit,ATM,0,0
ACC7862,158339,Peshawar,1,Deposit,Mobile,0,0
ACC4869,116251,Islamabad,9,Payment,Mobile,0,0
ACC2382,97098,Islamabad,6,Payment,POS,1,0
ACC7177,194267,Quetta,5,Transfer,ATM,0,0
ACC9152,90687,Karachi,5,Withdrawal,Desktop,0,0
ACC8130,322520,Islamabad,31,Withdrawal,Desktop,0,1
ACC3432,7983,Quetta,6,Withdrawal,POS,0,0
ACC3011,179660,Lahore,2,Deposit,Mobile,0,0
ACC5178,11892,Quetta,2,Transfer,POS,0,0
ACC3708,14213,Quetta,4,Payment,POS,1,0
ACC4546,50747,Peshawar,5,Withdrawal,Mobile,0,0
ACC3722,1164,Peshawar,5,Deposit,Desktop,0,0
ACC9736,185459,Islamabad,3,Withdrawal,Mobile,0,0
ACC3480,162003,Peshawar,3,Transfer,Desktop,1,0
ACC4611,71590,Islamabad,5,Withdrawal,Desktop,0,0
ACC4054,142079,Peshawar,1,Deposit,Desktop,0,0
ACC1641,644743,Islamabad,47,Transfer,Mobile,1,1
ACC3245,72063,Lahore,2,Withdrawal,POS,1,0
ACC6494,111389,Quetta,1,Deposit,ATM,0,0
ACC6969,109134,Islamabad,6,Payment,ATM,1,0
ACC4501,31683,Islamabad,5,Withdrawal,Mobile,0,0
ACC4220,59802,Peshawar,5,Payment,POS,0,0
ACC4523,27661,Lahore,9,Transfer,POS,0,0
ACC1782,85664,Karachi,6,Payment,POS,1,0
ACC7889,162238,Peshawar,8,Deposit,Desktop,1,0
ACC5306,93356,Quetta,5,Withdrawal,Mobile,0,0
ACC7040,11137,Islamabad,1,Withdrawal,ATM,1,0
ACC4623,465961,Peshawar,41,Transfer,ATM,0,1
ACC2341,734995,Lahore,41,Transfer,Desktop,1,1
ACC7892,139867,Islamabad,3,Transfer,Desktop,0,0
ACC4369,150513,Peshawar,3,Payment,Desktop,0,0
ACC8515,88801,Peshawar,8,Transfer,POS,1,0
ACC4879,113854,Islamabad,9,Transfer,Desktop,0,0
ACC3158,20558,Peshawar,3,Withdrawal,POS,0,0
ACC9059,130070,Lahore,6,Withdrawal,Mobile,0,0
ACC3927,87486,Quetta,4,Withdrawal,ATM,1,0
ACC3164,961644,Lahore,39,Payment,Desktop,0,1
ACC8926,741062,Peshawar,28,Transfer,ATM,1,1
ACC4320,137664,Karachi,1,Payment,ATM,0,0
ACC2666,64024,Karachi,2,Withdrawal,Mobile,0,0
ACC8035,64796,Quetta,6,Transfer,Mobile,1,0
ACC3662,457904,Lahore,28,Payment,Mobile,0,1
ACC9167,163745,Islamabad,4,Withdrawal,Mobile,0,0
ACC5129,160409,Peshawar,6,Withdrawal,POS,0,0
ACC1269,378477,Peshawar,39,Payment,POS,1,1
ACC8788,15418,Quetta,3,Transfer,Mobile,0,0
ACC6842,178732,Lahore,9,Deposit,Mobile,0,0
ACC3447,633967,Islamabad,23,Transfer,POS,1,1
ACC3770,190873,Karachi,9,Transfer,Mobile,1,0
ACC2464,30696,Lahore,9,Transfer,Mobile,0,0
ACC1448,698274,Islamabad,25,Transfer,Mobile,1,1
ACC1028,33943,Karachi,4,Withdrawal,Desktop,0,0
ACC7692,974000,Lahore,36,Transfer,Desktop,1,1
ACC1070,32961,Lahore,2,Deposit,Desktop,0,0
ACC7843,432999,Lahore,37,Transfer,Desktop,1,1
ACC4804,44923,Karachi,9,Deposit,Mobile,0,0
ACC4277,43136,Peshawar,5,Transfer,POS,0,0
ACC3238,35807,Islamabad,3,Payment,POS,0,0
ACC2869,93634,Karachi,3,Transfer,Desktop,1,0
ACC7143,796360,Lahore,28,Withdrawal,Desktop,0,1
ACC8515,187913,Islamabad,5,Payment,Mobile,0,0
ACC1229,81513,Lahore,8,Payment,Desktop,0,0
ACC8348,48269,Islamabad,1,Withdrawal,POS,0,0
ACC4933,54797,Karachi,2,Transfer,ATM,0,0
ACC9618,986907,Quetta,43,Transfer,ATM,1,1
ACC4734,106011,Karachi,9,Deposit,POS,0,0
ACC1478,553131,Karachi,18,Withdrawal,ATM,1,1
ACC6327,71642,Islamabad,2,Payment,ATM,0,0
ACC5071,101766,Peshawar,7,Payment,POS,0,0
ACC6773,104855,Islamabad,3,Deposit,Mobile,0,0
ACC5280,690046,Karachi,11,Transfer,ATM,1,1
ACC7934,197422,Lahore,1,Transfer,Desktop,0,0
ACC6138,38430,Peshawar,4,Deposit,Desktop,0,0
ACC6445,196413,Peshawar,5,Transfer,POS,0,0
ACC8616,174551,Karachi,6,Withdrawal,POS,0,0
ACC5993,59169,Lahore,7,Transfer,Mobile,1,0
ACC7429,60855,Quetta,2,Transfer,POS,0,0
ACC1558,39408,Islamabad,2,Deposit,Desktop,0,0
ACC5267,18658,Islamabad,2,Withdrawal,Mobile,0,0
ACC2228,35743,Quetta,1,Withdrawal,Desktop,1,0
ACC6328,543116,Quetta,28,Transfer,Desktop,1,1
ACC1825,185310,Karachi,7,Withdrawal,POS,0,0
ACC7227,133366,Quetta,6,Payment,ATM,0,0
ACC2370,18464,Karachi,8,Deposit,Desktop,0,0
ACC4761,98706,Lahore,1,Withdrawal,POS,0,0
ACC2353,5821,Islamabad,2,Transfer,Mobile,1,0
ACC9322,12201,Peshawar,1,Payment,Desktop,0,0
ACC5777,50187,Peshawar,7,Withdrawal,POS,0,0
ACC3329,167341,Islamabad,4,Withdrawal,Desktop,1,0
ACC2067,401105,Islamabad,22,Withdrawal,Desktop,1,1
ACC4131,24272,Islamabad,1,Payment,Mobile,0,0
ACC1977,86575,Lahore,9,Transfer,POS,0,0
ACC3095,160314,Peshawar,3,Payment,Mobile,0,0
ACC3131,603946,Peshawar,25,Transfer,POS,1,1
ACC6690,81426,Quetta,8,Transfer,ATM,0,0
ACC7389,93941,Islamabad,7,Withdrawal,Mobile,1,0
ACC3110,168382,Lahore,1,Deposit,Mobile,0,0
ACC7450,23583,Karachi,8,Transfer,ATM,0,0
ACC3203,711819,Islamabad,42,Transfer,Desktop,1,1
ACC7384,67841,Peshawar,1,Withdrawal,ATM,0,0
ACC9424,752438,Islamabad,22,Transfer,Mobile,1,1
ACC5562,149174,Quetta,7,Transfer,Mobile,0,0
ACC6726,71711,Lahore,8,Transfer,Desktop,0,0
ACC5620,132483,Lahore,1,Transfer,POS,0,0
ACC4356,485848,Islamabad,41,Payment,POS,1,1
ACC9007,190504,Peshawar,3,Payment,Mobile,0,0
ACC1336,40759,Karachi,5,Payment,Mobile,0,0
ACC6257,80295,Lahore,3,Transfer,Mobile,0,0
ACC4079,1475,Lahore,5,Transfer,POS,0,0
ACC4906,125235,Karachi,4,Transfer,Mobile,0,0
ACC2370,138090,Quetta,4,Transfer,Desktop,1,0
ACC5715,121867,Quetta,4,Withdrawal,POS,0,0
ACC8401,377272,Islamabad,17,Withdrawal,POS,1,1
ACC2069,5085,Islamabad,4,Transfer,POS,0,0
ACC5079,1000,Peshawar,8,Deposit,Desktop,0,0
ACC5033,48854,Islamabad,9,Deposit,Mobile,0,0
ACC7706,790433,Peshawar,14,Withdrawal,POS,1,1
ACC8804,76458,Karachi,7,Payment,Desktop,0,0
ACC5297,148422,Lahore,1,Withdrawal,Mobile,0,0
ACC9950,587203,Peshawar,26,Transfer,Mobile,1,1
ACC8938,27565,Quetta,8,Withdrawal,Mobile,1,0
ACC2621,918404,Lahore,33,Transfer,ATM,1,1
ACC4962,49769,Karachi,8,Deposit,Mobile,0,0
ACC1496,85379,Lahore,2,Deposit,POS,0,0
ACC2244,97218,Quetta,9,Transfer,Mobile,0,0
ACC5777,181454,Lahore,4,Payment,Mobile,0,0
ACC1014,25647,Karachi,9,Withdrawal,POS,0,0
ACC2066,20253,Karachi,7,Payment,Desktop,0,0
ACC4980,182528,Islamabad,5,Transfer,Mobile,0,0
ACC7529,11449,Karachi,6,Withdrawal,POS,0,0
ACC9349,43653,Quetta,3,Withdrawal,POS,0,0
ACC5479,134085,Quetta,1,Transfer,Mobile,0,0
ACC6380,80593,Quetta,8,Deposit,Mobile,1,0
ACC3048,5634,Peshawar,8,Payment,Mobile,0,0
ACC4539,108366,Quetta,9,Withdrawal,Mobile,0,0
ACC3581,116668,Karachi,9,Deposit,Mobile,0,0
ACC9361,813897,Karachi,34,Withdrawal,Mobile,1,1
ACC9759,187410,Quetta,6,Payment,ATM,0,0
ACC2605,164086,Islamabad,1,Payment,Mobile,1,0
ACC3604,192290,Karachi,3,Transfer,Mobile,0,0
ACC3197,83924,Peshawar,5,Deposit,Desktop,0,0
ACC7523,47793,Quetta,3,Deposit,Desktop,1,0
ACC3845,164790,Lahore,6,Withdrawal,Desktop,0,0
ACC2152,129944,Lahore,7,Payment,POS,1,0
ACC4255,91037,Peshawar,6,Deposit,Desktop,0,0
ACC2326,41426,Peshawar,6,Payment,ATM,0,0
ACC7907,152847,Islamabad,2,Transfer,Desktop,1,0
ACC2940,122325,Islamabad,6,Withdrawal,POS,0,0
ACC7690,73507,Karachi,3,Withdrawal,Mobile,0,0
ACC2259,156341,Peshawar,9,Transfer,Mobile,0,0
ACC4607,758571,Lahore,28,Payment,ATM,1,1
ACC4089,176740,Karachi,6,Deposit,Mobile,0,0
ACC5783,23192,Quetta,7,Withdrawal,Mobile,0,0
ACC3381,115131,Islamabad,9,Payment,Mobile,0,0
ACC9439,102027,Islamabad,6,Transfer,Desktop,0,0
ACC1897,971571,Karachi,29,Withdrawal,POS,1,1
ACC1225,131031,Peshawar,3,Withdrawal,POS,0,0
ACC6330,837427,Quetta,13,Transfer,ATM,1,1
ACC3415,124413,Lahore,6,Withdrawal,POS,0,0
ACC7210,113033,Islamabad,3,Deposit,Mobile,0,0
ACC2132,120560,Peshawar,6,Transfer,ATM,1,0
ACC7101,168347,Karachi,9,Transfer,POS,1,0
ACC8604,167440,Islamabad,2,Payment,Desktop,0,0
ACC3742,82829,Lahore,9,Transfer,POS,0,0
ACC3665,467671,Peshawar,14,Transfer,ATM,1,1
ACC7004,764842,Karachi,10,Transfer,Mobile,1,1
ACC1285,18479,Quetta,4,Deposit,Desktop,0,0
ACC8086,180527,Karachi,6,Withdrawal,ATM,0,0
ACC4079,43153,Quetta,2,Payment,ATM,0,0
ACC6228,17811,Quetta,5,Transfer,POS,1,0
ACC7458,834967,Islamabad,44,Transfer,Desktop,1,1
ACC3127,17570,Lahore,1,Withdrawal,Mobile,0,0
ACC5735,86161,Lahore,5,Withdrawal,Mobile,0,0
ACC9072,57224,Karachi,7,Withdrawal,Desktop,0,0
ACC5804,192735,Peshawar,5,Transfer,POS,0,0
ACC8213,148081,Quetta,1,Deposit,Mobile,0,0
ACC4610,110246,Islamabad,5,Transfer,POS,0,0
ACC3617,8865,Lahore,8,Transfer,ATM,0,0
ACC3075,41259,Islamabad,2,Withdrawal,ATM,0,0
ACC3105,52452,Karachi,7,Withdrawal,POS,0,0
ACC5006,59881,Islamabad,4,Withdrawal,Desktop,0,0
ACC2867,172571,Karachi,7,Transfer,POS,0,0
ACC9163,149383,Islamabad,3,Payment,POS,0,0
ACC8379,187620,Karachi,9,Deposit,ATM,0,0
ACC6413,157533,Peshawar,6,Payment,POS,0,0
ACC3787,723677,Peshawar,33,Payment,Mobile,1,1
ACC1263,178217,Quetta,6,Withdrawal,ATM,0,0
ACC5174,132093,Islamabad,8,Withdrawal,POS,0,0
ACC4024,135758,Peshawar,5,Transfer,Desktop,0,0
ACC5683,141342,Karachi,4,Deposit,Mobile,0,0
ACC7613,107964,Peshawar,5,Transfer,POS,0,0
ACC6024,143110,Lahore,9,Transfer,Mobile,1,0
ACC4299,70257,Quetta,6,Withdrawal,POS,0,0
ACC4970,6932,Lahore,9,Transfer,ATM,0,0
ACC4609,49092,Quetta,8,Payment,Mobile,0,0
ACC5125,402809,Lahore,36,Transfer,Mobile,1,1
ACC1903,75410,Islamabad,3,Transfer,Mobile,0,0
ACC7201,6960,Islamabad,6,Withdrawal,Mobile,0,0
ACC5118,743760,Karachi,30,Withdrawal,Mobile,1,1
ACC7852,157157,Peshawar,8,Deposit,Desktop,0,0
ACC5778,130541,Quetta,5,Transfer,POS,0,0
ACC8033,7633,Islamabad,2,Payment,Mobile,0,0
ACC8437,638678,Quetta,38,Withdrawal,Mobile,1,1
ACC2710,69788,Quetta,5,Transfer,Desktop,0,0
ACC2631,90312,Islamabad,6,Withdrawal,Desktop,0,0
ACC9540,120179,Karachi,4,Withdrawal,Desktop,0,0
ACC5540,149599,Islamabad,4,Transfer,Mobile,0,0
ACC7335,817097,Karachi,20,Withdrawal,Desktop,0,1
ACC5154,163833,Lahore,3,Payment,Desktop,0,0
ACC6078,62762,Karachi,7,Deposit,ATM,0,0
ACC5006,63666,Peshawar,9,Payment,POS,0,0
ACC5257,159691,Islamabad,6,Transfer,Mobile,0,0
ACC9725,468731,Peshawar,25,Transfer,ATM,0,1
ACC1997,514875,Lahore,42,Withdrawal,Desktop,0,1
ACC8097,183049,Karachi,4,Transfer,Mobile,0,0
ACC1035,434457,Peshawar,24,Withdrawal,POS,1,1
ACC2104,153051,Quetta,5,Transfer,ATM,1,0
ACC3209,117641,Peshawar,3,Payment,POS,0,0
ACC7809,964110,Peshawar,28,Transfer,POS,1,1
ACC6252,402376,Quetta,41,Withdrawal,POS,0,1
ACC5100,112675,Peshawar,7,Transfer,Mobile,1,0
ACC3893,191976,Islamabad,1,Withdrawal,Desktop,0,0
ACC1744,582669,Quetta,23,Transfer,POS,1,1
ACC6586,150830,Karachi,3,Transfer,POS,0,0
ACC2421,172750,Karachi,2,Deposit,POS,0,0
ACC5756,65391,Quetta,4,Withdrawal,POS,1,0
ACC1595,505243,Peshawar,30,Transfer,Desktop,1,1
ACC6837,67784,Karachi,8,Deposit,Desktop,0,0
ACC8304,4976,Karachi,6,Withdrawal,POS,0,0
ACC9176,51408,Karachi,1,Deposit,POS,0,0
ACC4781,21039,Islamabad,4,Payment,ATM,0,0
ACC4823,142207,Lahore,1,Payment,Desktop,0,0
ACC5791,154966,Islamabad,7,Withdrawal,Mobile,0,0
ACC3793,42158,Karachi,4,Transfer,Mobile,0,0
ACC7573,59525,Islamabad,4,Withdrawal,ATM,0,0
ACC1426,5053,Quetta,4,Deposit,ATM,1,0
ACC1959,165169,Peshawar,2,Transfer,Desktop,1,0
ACC6257,949021,Peshawar,35,Transfer,ATM,1,1
ACC8363,121233,Peshawar,8,Transfer,Mobile,0,0
ACC7591,129407,Peshawar,1,Payment,Desktop,0,0
ACC9129,28196,Quetta,2,Withdrawal,ATM,0,0
ACC3652,159871,Islamabad,8,Transfer,Desktop,0,0
ACC8878,94566,Peshawar,6,Withdrawal,Desktop,0,0
ACC5928,2603,Islamabad,2,Deposit,POS,1,0
ACC9375,160022,Quetta,7,Transfer,ATM,0,0
ACC4094,70760,Karachi,6,Withdrawal,ATM,0,0
ACC1584,180571,Quetta,7,Payment,Mobile,0,0
ACC4812,51872,Karachi,6,Withdrawal,ATM,1,0
ACC3590,187201,Lahore,7,Transfer,ATM,1,0
ACC9907,132999,Karachi,3,Withdrawal,ATM,0,0
ACC5459,57377,Quetta,9,Deposit,Mobile,0,0
ACC2210,14655,Peshawar,4,Withdrawal,ATM,0,0
ACC8219,108512,Lahore,4,Payment,Desktop,0,0
ACC8869,487192,Karachi,38,Deposit,Desktop,1,1
ACC1712,63990,Peshawar,8,Transfer,ATM,0,0
ACC7253,90361,Peshawar,2,Deposit,Mobile,0,0
ACC3057,161392,Quetta,1,Deposit,Desktop,0,0
ACC1641,29349,Karachi,3,Withdrawal,Desktop,0,0
ACC9648,59513,Quetta,5,Payment,POS,0,0
ACC9072,3467,Karachi,7,Withdrawal,ATM,1,0
ACC3458,57436,Islamabad,8,Transfer,Desktop,0,0
ACC6283,75906,Islamabad,7,Payment,POS,0,0
ACC7790,158215,Quetta,3,Transfer,Mobile,0,0
ACC9513,993414,Peshawar,23,Transfer,Mobile,1,1
ACC5155,15920,Quetta,3,Payment,ATM,0,0
ACC4711,823512,Lahore,14,Payment,Mobile,1,1
ACC2910,159309,Karachi,3,Payment,POS,0,0
ACC3010,157518,Quetta,4,Withdrawal,Mobile,0,0
ACC5537,6269,Quetta,1,Withdrawal,Desktop,0,0
ACC3303,9591,Peshawar,6,Payment,Desktop,0,0
ACC8001,103286,Karachi,6,Transfer,ATM,0,0
ACC7098,50535,Karachi,9,Payment,ATM,1,0
ACC4628,183216,Islamabad,5,Transfer,Mobile,0,0
ACC4935,532756,Karachi,28,Payment,Mobile,1,1
ACC8045,26448,Islamabad,5,Withdrawal,POS,0,0
ACC1926,186799,Peshawar,6,Transfer,POS,0,0
ACC9644,165380,Quetta,6,Transfer,POS,0,0
ACC4690,134924,Lahore,2,Withdrawal,Desktop,0,0
ACC8427,113099,Quetta,6,Transfer,POS,0,0
ACC4944,741915,Karachi,20,Transfer,POS,1,1
ACC9378,70398,Karachi,7,Withdrawal,Mobile,0,0
ACC9081,75519,Karachi,7,Payment,POS,0,0
ACC6731,83194,Quetta,6,Payment,Desktop,0,0
ACC6116,152627,Lahore,6,Transfer,ATM,0,0
ACC8407,186744,Karachi,9,Transfer,POS,0,0
ACC4508,21370,Islamabad,8,Payment,ATM,0,0
ACC4963,686293,Karachi,20,Transfer,Desktop,1,1
ACC7640,159009,Quetta,5,Withdrawal,Mobile,0,0
ACC1807,111086,Karachi,8,Deposit,Mobile,0,0
ACC5246,125522,Quetta,5,Transfer,Desktop,1,0
ACC4643,31181,Karachi,8,Deposit,POS,0,0
ACC6257,156784,Islamabad,5,Deposit,Mobile,0,0
ACC1049,151552,Islamabad,8,Deposit,Desktop,1,0
ACC2006,69761,Quetta,3,Deposit,Desktop,0,0
ACC5092,109565,Islamabad,3,Withdrawal,POS,0,0
ACC1840,87821,Peshawar,4,Payment,ATM,1,0
ACC2341,107591,Islamabad,2,Deposit,Mobile,0,0
ACC1125,156947,Karachi,1,Payment,Desktop,0,0
ACC7507,81119,Peshawar,4,Transfer,POS,0,0
ACC5089,93710,Islamabad,4,Transfer,POS,0,0
ACC5556,86250,Quetta,5,Withdrawal,Desktop,0,0
ACC5018,173542,Islamabad,3,Payment,Mobile,0,0
ACC6847,106973,Islamabad,5,Withdrawal,Desktop,0,0
ACC1160,177380,Lahore,2,Payment,Mobile,0,0
ACC8613,199207,Quetta,2,Withdrawal,Desktop,0,0
ACC9861,168743,Lahore,7,Payment,Mobile,1,0
ACC9809,88660,Lahore,6,Deposit,Desktop,1,0
ACC1138,450323,Islamabad,20,Payment,Mobile,1,1
ACC8457,56990,Islamabad,6,Payment,ATM,1,0
ACC5853,13276,Lahore,8,Withdrawal,Mobile,0,0
ACC2683,29490,Peshawar,6,Deposit,Mobile,0,0
ACC3899,152540,Karachi,3,Deposit,Desktop,0,0
ACC9468,86985,Peshawar,4,Payment,Mobile,1,0
ACC9939,91381,Karachi,8,Payment,ATM,0,0
ACC3516,106265,Karachi,4,Transfer,ATM,0,0
ACC8087,182237,Peshawar,8,Transfer,Mobile,0,0
ACC3927,198016,Peshawar,5,Transfer,POS,0,0
ACC3577,108298,Peshawar,9,Transfer,Mobile,0,0
ACC9459,68672,Karachi,8,Payment,Mobile,0,0
ACC2772,181965,Islamabad,4,Transfer,Mobile,0,0
ACC4262,167317,Lahore,4,Transfer,Mobile,0,0
ACC6180,14100,Lahore,5,Withdrawal,ATM,0,0
ACC5988,184665,Lahore,5,Deposit,Mobile,0,0
ACC5040,63537,Islamabad,5,Transfer,ATM,0,0
ACC4340,123852,Lahore,1,Transfer,Mobile,0,0
ACC7639,151502,Islamabad,5,Payment,Desktop,0,0
ACC2547,79149,Peshawar,6,Deposit,Mobile,0,0
ACC5899,97822,Karachi,7,Withdrawal,ATM,0,0
ACC4490,113527,Quetta,8,Withdrawal,POS,1,0
ACC6883,620175,Quetta,30,Withdrawal,ATM,1,1
ACC4531,112826,Quetta,8,Withdrawal,ATM,0,0
ACC3041,85595,Quetta,9,Transfer,POS,0,0
ACC8166,57105,Islamabad,6,Transfer,Mobile,0,0
ACC9121,19415,Islamabad,3,Transfer,Desktop,0,0
ACC8090,627574,Islamabad,30,Transfer,ATM,1,1
ACC2023,123424,Karachi,6,Payment,Desktop,0,0
ACC7603,88757,Lahore,9,Withdrawal,Desktop,0,0
ACC8006,921422,Peshawar,46,Transfer,POS,1,1
ACC6336,50048,Peshawar,3,Payment,Mobile,0,0
ACC5707,153934,Lahore,4,Payment,Desktop,0,0
ACC6196,163460,Peshawar,2,Withdrawal,Desktop,0,0
ACC7481,875805,Karachi,26,Withdrawal,Desktop,1,1
ACC1238,9045,Karachi,4,Transfer,Mobile,0,0
ACC4423,102916,Peshawar,2,Payment,ATM,1,0
ACC1850,77552,Lahore,2,Withdrawal,Desktop,0,0
ACC1328,154855,Lahore,6,Transfer,ATM,0,0
ACC9998,338856,Islamabad,33,Transfer,POS,1,1
ACC8925,913123,Quetta,43,Payment,Desktop,1,1
ACC4969,142145,Peshawar,4,Withdrawal,ATM,0,0
ACC2117,82940,Islamabad,8,Transfer,POS,1,0
ACC7508,133371,Islamabad,7,Withdrawal,ATM,0,0
ACC7922,55495,Lahore,6,Withdrawal,Mobile,0,0
ACC1971,28865,Karachi,4,Deposit,Desktop,0,0
ACC4794,900249,Quetta,25,Transfer,POS,1,1
ACC5612,88591,Lahore,1,Payment,Mobile,0,0
ACC7784,160693,Islamabad,8,Deposit,ATM,1,0
ACC5810,973178,Karachi,32,Withdrawal,POS,0,1
ACC7239,314448,Islamabad,27,Transfer,POS,1,1
ACC8682,157413,Karachi,1,Withdrawal,Mobile,0,0
ACC2073,106029,Peshawar,2,Withdrawal,POS,1,0
ACC3885,138641,Islamabad,5,Withdrawal,ATM,0,0
ACC9924,133699,Karachi,1,Deposit,ATM,1,0
ACC3015,88762,Quetta,2,Withdrawal,ATM,0,0
ACC9047,97086,Peshawar,8,Withdrawal,Mobile,1,0
ACC2733,33686,Quetta,3,Withdrawal,POS,1,0
ACC7825,193988,Peshawar,8,Withdrawal,Desktop,1,0
ACC8140,60575,Quetta,2,Transfer,ATM,0,0
ACC9426,762569,Karachi,12,Payment,Desktop,1,1
ACC5046,165574,Islamabad,8,Transfer,ATM,0,0
ACC1381,124363,Quetta,6,Withdrawal,Desktop,0,0
ACC3173,169492,Karachi,8,Deposit,Desktop,0,0
ACC6524,15181,Quetta,5,Transfer,Mobile,0,0
ACC5414,156402,Karachi,6,Deposit,Desktop,0,0
ACC6525,115808,Peshawar,8,Withdrawal,ATM,0,0
ACC8317,30687,Quetta,5,Payment,Mobile,0,0
ACC5618,551061,Islamabad,28,Withdrawal,Desktop,0,1
ACC3036,82561,Peshawar,8,Payment,POS,0,0
ACC7493,170258,Quetta,1,Deposit,POS,0,0
ACC2077,154728,Lahore,1,Withdrawal,Mobile,0,0
ACC1386,845246,Karachi,28,Transfer,POS,0,1
ACC4045,34007,Peshawar,7,Transfer,ATM,1,0
ACC4279,148812,Peshawar,6,Deposit,ATM,1,0
ACC2406,123507,Quetta,2,Transfer,Mobile,0,0
ACC3889,14696,Quetta,8,Transfer,Mobile,0,0
ACC2670,78315,Peshawar,3,Deposit,ATM,0,0
ACC2258,29278,Quetta,9,Withdrawal,POS,0,0
ACC3954,81451,Karachi,2,Deposit,POS,1,0
ACC4949,68462,Karachi,3,Payment,Mobile,0,0
ACC4354,152702,Quetta,1,Withdrawal,Mobile,0,0
ACC6363,197829,Lahore,1,Withdrawal,ATM,0,0
ACC8726,66256,Karachi,8,Transfer,Mobile,0,0
ACC6727,1774,Lahore,4,Deposit,Desktop,0,0
ACC2494,132141,Peshawar,9,Withdrawal,ATM,1,0
